0.0000  0.000000  0 
0.0001  0.000024  8.12499e-10 
0.0002  0.000094  6.34534e-09 
0.0003  0.000204  2.09067e-08 
0.0004  0.000352  4.83938e-08 
0.0005  0.000533  9.23313e-08 
0.0006  0.000744  1.55906e-07 
0.0007  0.000982  2.42e-07 
0.0008  0.001246  3.53218e-07 
0.0009  0.001532  4.91912e-07 
0.0010  0.001838  6.60209e-07 
0.0011  0.002162  8.60028e-07 
0.0012  0.002502  1.0931e-06 
0.0013  0.002858  1.36099e-06 
0.0014  0.003227  1.66511e-06 
0.0015  0.003608  2.00673e-06 
0.0016  0.003999  2.387e-06 
0.0017  0.004401  2.80693e-06 
0.0018  0.004811  3.26747e-06 
0.0019  0.005229  3.76944e-06 
0.0020  0.005655  4.31359e-06 
0.0021  0.006086  4.90059e-06 
0.0022  0.006524  5.53103e-06 
0.0023  0.006966  6.20547e-06 
0.0024  0.007413  6.92436e-06 
0.0025  0.007864  7.68815e-06 
0.0026  0.008318  8.4972e-06 
0.0027  0.008776  9.35185e-06 
0.0028  0.009236  1.02524e-05 
0.0029  0.009699  1.11991e-05 
0.0030  0.010163  1.21922e-05 
0.0031  0.010630  1.32319e-05 
0.0032  0.011099  1.43183e-05 
0.0033  0.011568  1.54516e-05 
0.0034  0.012039  1.6632e-05 
0.0035  0.012511  1.78594e-05 
0.0036  0.012983  1.91341e-05 
0.0037  0.013456  2.04561e-05 
0.0038  0.013930  2.18254e-05 
0.0039  0.014404  2.32421e-05 
0.0040  0.014878  2.47062e-05 
0.0041  0.015352  2.62177e-05 
0.0042  0.015826  2.77766e-05 
0.0043  0.016301  2.93829e-05 
0.0044  0.016774  3.10367e-05 
0.0045  0.017248  3.27378e-05 
0.0046  0.017721  3.44863e-05 
0.0047  0.018194  3.62821e-05 
0.0048  0.018667  3.81252e-05 
0.0049  0.019139  4.00155e-05 
0.0050  0.019610  4.19529e-05 
0.0051  0.020081  4.39375e-05 
0.0052  0.020551  4.59691e-05 
0.0053  0.021020  4.80476e-05 
0.0054  0.021489  5.01731e-05 
0.0055  0.021957  5.23454e-05 
0.0056  0.022424  5.45645e-05 
0.0057  0.022890  5.68302e-05 
0.0058  0.023355  5.91424e-05 
0.0059  0.023820  6.15012e-05 
0.0060  0.024283  6.39064e-05 
0.0061  0.024746  6.63578e-05 
