0.00  1.000000  1.000000  0 
0.01  0.990050  0.990050  8.3189e-13 
0.02  0.980199  0.980199  1.64735e-12 
0.03  0.970446  0.970446  2.44638e-12 
0.04  0.960789  0.960789  3.22942e-12 
0.05  0.951229  0.951229  3.99658e-12 
0.06  0.941765  0.941765  4.7482e-12 
0.07  0.932394  0.932394  5.48439e-12 
0.08  0.923116  0.923116  6.20559e-12 
0.09  0.913931  0.913931  6.9118e-12 
0.10  0.904837  0.904837  7.60347e-12 
0.11  0.895834  0.895834  8.2806e-12 
0.12  0.886920  0.886920  8.94351e-12 
0.13  0.878095  0.878095  9.59233e-12 
0.14  0.869358  0.869358  1.02274e-11 
0.15  0.860708  0.860708  1.08489e-11 
0.16  0.852144  0.852144  1.14569e-11 
0.17  0.843665  0.843665  1.20519e-11 
0.18  0.835270  0.835270  1.26339e-11 
0.19  0.826959  0.826959  1.32031e-11 
0.20  0.818731  0.818731  1.37598e-11 
0.21  0.810584  0.810584  1.4304e-11 
0.22  0.802519  0.802519  1.4836e-11 
0.23  0.794534  0.794534  1.5356e-11 
0.24  0.786628  0.786628  1.58642e-11 
0.25  0.778801  0.778801  1.63608e-11 
0.26  0.771052  0.771052  1.6846e-11 
0.27  0.763379  0.763379  1.73198e-11 
0.28  0.755784  0.755784  1.77826e-11 
0.29  0.748264  0.748264  1.82343e-11 
0.30  0.740818  0.740818  1.86754e-11 
0.31  0.733447  0.733447  1.91059e-11 
0.32  0.726149  0.726149  1.95259e-11 
0.33  0.718924  0.718924  1.99358e-11 
0.34  0.711770  0.711770  2.03356e-11 
0.35  0.704688  0.704688  2.07253e-11 
0.36  0.697676  0.697676  2.11053e-11 
0.37  0.690734  0.690734  2.14757e-11 
0.38  0.683861  0.683861  2.18368e-11 
0.39  0.677057  0.677057  2.21885e-11 
0.40  0.670320  0.670320  2.25309e-11 
0.41  0.663650  0.663650  2.28644e-11 
0.42  0.657047  0.657047  2.3189e-11 
0.43  0.650509  0.650509  2.35049e-11 
0.44  0.644036  0.644036  2.38121e-11 
0.45  0.637628  0.637628  2.41109e-11 
0.46  0.631284  0.631284  2.44016e-11 
0.47  0.625002  0.625002  2.4684e-11 
0.48  0.618783  0.618783  2.49584e-11 
0.49  0.612626  0.612626  2.52247e-11 
0.50  0.606531  0.606531  2.54834e-11 
0.51  0.600496  0.600496  2.57345e-11 
0.52  0.594521  0.594521  2.5978e-11 
0.53  0.588605  0.588605  2.62141e-11 
0.54  0.582748  0.582748  2.6443e-11 
0.55  0.576950  0.576950  2.66647e-11 
0.56  0.571209  0.571209  2.68793e-11 
0.57  0.565525  0.565525  2.7087e-11 
0.58  0.559898  0.559898  2.72879e-11 
0.59  0.554327  0.554327  2.74821e-11 
0.60  0.548812  0.548812  2.767e-11 
0.61  0.543351  0.543351  2.78512e-11 
0.62  0.537944  0.537944  2.80261e-11 
0.63  0.532592  0.532592  2.81948e-11 
0.64  0.527292  0.527292  2.83573e-11 
0.65  0.522046  0.522046  2.85139e-11 
0.66  0.516851  0.516851  2.86645e-11 
0.67  0.511709  0.511709  2.88093e-11 
0.68  0.506617  0.506617  2.89484e-11 
0.69  0.501576  0.501576  2.90818e-11 
0.70  0.496585  0.496585  2.92097e-11 
0.71  0.491644  0.491644  2.93322e-11 
0.72  0.486752  0.486752  2.94493e-11 
0.73  0.481909  0.481909  2.95613e-11 
0.74  0.477114  0.477114  2.96681e-11 
0.75  0.472367  0.472367  2.97699e-11 
0.76  0.467666  0.467666  2.98666e-11 
0.77  0.463013  0.463013  2.99585e-11 
0.78  0.458406  0.458406  3.00457e-11 
0.79  0.453845  0.453845  3.01281e-11 
0.80  0.449329  0.449329  3.02059e-11 
0.81  0.444858  0.444858  3.02792e-11 
0.82  0.440432  0.440432  3.03479e-11 
0.83  0.436049  0.436049  3.04124e-11 
0.84  0.431711  0.431711  3.04725e-11 
0.85  0.427415  0.427415  3.05284e-11 
0.86  0.423162  0.423162  3.05803e-11 
0.87  0.418952  0.418952  3.0628e-11 
0.88  0.414783  0.414783  3.06718e-11 
0.89  0.410656  0.410656  3.07117e-11 
0.90  0.406570  0.406570  3.07477e-11 
