27.0747 31.3554 33.4965 34.7269 35.5094 36.0437 36.427 36.7117 36.9286 37.097 37.2294 37.3345 37.4184 37.4855 37.5392 37.5819 37.6154 37.6411 37.6601 37.6731 37.6806 37.6829 37.6801 37.672 37.6584 37.6385 37.6116 37.5763 37.531 37.4732 37.3996 37.3053 37.1832 37.0222 36.8043 36.4973 36.0383 35.2884 33.8932 
20.0238 24.853 27.9071 29.9057 31.2719 32.2438 32.9585 33.4978 33.913 34.2376 34.4942 34.6988 34.8626 34.994 35.0993 35.183 35.2489 35.2995 35.3369 35.3626 35.3774 35.382 35.3765 35.3606 35.3338 35.2948 35.242 35.173 35.0846 34.9722 34.8295 34.6477 34.4142 34.11 33.7058 33.1541 32.3749 31.2287 29.4785 
15.6564 20.1309 23.38 25.7251 27.438 28.712 29.6774 30.4211 31.0022 31.4615 31.8275 32.121 32.3571 32.5474 32.7002 32.8221 32.9181 32.992 33.0467 33.0843 33.1061 33.1128 33.1049 33.0819 33.0429 32.9863 32.9097 32.81 32.6825 32.5211 32.3175 32.0604 31.7336 31.3147 30.7708 30.0538 29.0926 27.7862 26.0058 
12.6916 16.6422 19.7671 22.1886 24.057 25.5049 26.6356 27.5266 28.2346 28.8013 29.2574 29.626 29.9245 30.166 30.3608 30.5167 30.6399 30.7349 30.8053 30.8538 30.8819 30.8908 30.8808 30.8514 30.8016 30.7294 30.632 30.5054 30.3443 30.1415 29.8877 29.57 29.1717 28.6697 28.0331 27.2202 26.1768 24.8373 23.1349 
10.5431 13.9896 16.8708 19.2211 21.1153 22.6358 23.8572 24.8409 25.6363 26.2817 26.8068 27.2349 27.584 27.8681 28.0983 28.2833 28.4299 28.5433 28.6276 28.6856 28.7195 28.7304 28.7187 28.684 28.625 28.5396 28.4247 28.2758 28.0874 27.8517 27.5591 27.1967 26.7482 26.1926 25.5031 24.6469 23.5852 22.2772 20.6887 
8.91123 11.9152 14.5218 16.7292 18.57 20.092 21.3451 22.3754 23.2224 23.9192 24.4926 24.9643 25.3519 25.6693 25.9279 26.1366 26.3025 26.4313 26.5272 26.5935 26.6324 26.6451 26.6322 26.5932 26.5268 26.4308 26.302 26.1358 25.9265 25.6665 25.3464 24.954 24.4747 23.8902 23.1788 22.3158 21.2744 20.0296 18.5642 
7.62816 10.2532 12.5913 14.6269 16.3704 17.8475 19.09 20.1305 20.9994 21.7236 22.3262 22.8266 23.241 23.5827 23.8625 24.0893 24.2704 24.4114 24.5168 24.5898 24.6329 24.6473 24.6336 24.5914 24.5194 24.4155 24.2764 24.0977 23.8738 23.5976 23.2602 22.8508 22.3567 21.7628 21.0521 20.2063 19.2074 18.0402 16.6965 
6.59325 8.89545 10.9852 12.8429 14.468 15.8725 17.0757 18.0997 18.9672 19.6992 20.3148 20.8307 21.2613 21.6186 21.9129 22.1527 22.3449 22.495 22.6076 22.6859 22.7323 22.7482 22.7341 22.6898 22.614 22.5046 22.3586 22.1719 21.9391 21.6537 21.3079 20.8923 20.3962 19.8073 19.1128 18.2993 17.3548 16.2704 15.0425 
5.74269 7.76947 9.63535 11.321 12.8204 14.1377 15.2838 16.2732 17.1221 17.8466 18.462 18.9823 19.4198 19.7853 20.088 20.3358 20.5353 20.6918 20.8094 20.8916 20.9405 20.9576 20.9436 20.8981 20.8201 20.7076 20.5577 20.3668 20.13 19.8415 19.4946 19.0812 18.5925 18.0189 17.3507 16.5783 15.6938 14.692 13.572 
5.03425 6.82547 8.49244 10.0175 11.3923 12.6166 13.6959 14.6391 15.4577 16.1636 16.7687 17.2845 17.7214 18.0887 18.3947 18.6464 18.8498 19.0099 19.1307 19.2154 19.2661 19.2843 19.2706 19.2247 19.1459 19.0322 18.8811 18.6893 18.4526 18.1659 17.8233 17.4184 16.9438 16.3923 15.7564 15.0295 14.2064 13.2843 12.2636 
