0.00195839 0.0026825 0.00339257 0.00408502 0.00475647 0.00540375 0.00602397 0.00661449 0.00717296 0.00769734 0.00818585 0.00863702 0.00904965 0.0094228 0.00975577 0.010048 0.0102994 0.0105095 0.0106786 0.0108067 0.0108941 0.010941 0.0109478 0.0109149 0.0108429 0.0107322 0.0105833 0.010397 0.0101738 0.00991452 0.00961997 0.00929104 0.00892874 0.00853421 0.00810869 0.00765356 0.00717034 0.0066607 0.00612644 
0.00389644 0.00533713 0.00674989 0.00812761 0.00946353 0.0107514 0.0119854 0.0131603 0.0142714 0.0153147 0.0162867 0.0171843 0.0180053 0.0187477 0.0194102 0.0199917 0.0204917 0.0209099 0.0212463 0.0215012 0.021675 0.0217683 0.0217818 0.0217165 0.0215731 0.0213528 0.0210567 0.0206859 0.0202419 0.0197261 0.01914 0.0184856 0.0177647 0.0169798 0.0161331 0.0152276 0.0142662 0.0132522 0.0121892 
0.0057943 0.00793671 0.0100376 0.0120864 0.014073 0.0159881 0.0178231 0.0195703 0.0212227 0.0227741 0.0242195 0.0255544 0.0267752 0.0278793 0.0288644 0.0297292 0.0304727 0.0310946 0.0315949 0.0319739 0.0322323 0.0323711 0.0323912 0.032294 0.0320808 0.0317532 0.0313129 0.0307615 0.0301012 0.0293341 0.0284626 0.0274894 0.0264175 0.0252502 0.0239912 0.0226446 0.0212149 0.019707 0.0181263 
0.00763311 0.0104554 0.013223 0.0159219 0.018539 0.0210619 0.0234793 0.0257809 0.0279576 0.0300014 0.0319054 0.0336639 0.0352722 0.0367266 0.0380244 0.0391636 0.0401431 0.0409623 0.0416214 0.0421207 0.0424611 0.0426439 0.0426704 0.0425424 0.0422616 0.04183 0.0412499 0.0405236 0.0396537 0.0386432 0.0374951 0.0362131 0.034801 0.0332632 0.0316047 0.0298308 0.0279474 0.025961 0.0238786 
0.00939539 0.0128693 0.0162758 0.0195979 0.0228191 0.0259245 0.0289 0.031733 0.0344123 0.0369279 0.0392715 0.041436 0.0434156 0.0452058 0.0468032 0.0482054 0.049411 0.0504194 0.0512306 0.0518452 0.0522642 0.0524892 0.0525218 0.0523642 0.0520186 0.0514874 0.0507733 0.0498794 0.0488087 0.0475648 0.0461517 0.0445736 0.0428355 0.0409428 0.0389013 0.0367179 0.0343996 0.0319546 0.0293915 
0.0110655 0.0151569 0.019169 0.0230815 0.0268754 0.0305327 0.0340371 0.0373737 0.0405292 0.043492 0.0462523 0.0488015 0.051133 0.0532414 0.0551227 0.0567742 0.0581941 0.0593817 0.0603371 0.0610609 0.0615544 0.0618194 0.0618578 0.0616722 0.0612651 0.0606395 0.0597985 0.0587456 0.0574846 0.0560197 0.0543553 0.0524968 0.0504498 0.0482205 0.0458162 0.0432446 0.0405143 0.0376347 0.034616 
0.0126298 0.0172995 0.0218788 0.0263444 0.0306746 0.034849 0.0388488 0.0426571 0.0462586 0.0496403 0.0527907 0.0557003 0.0583614 0.0607679 0.0629151 0.0648 0.0664207 0.0677762 0.0688666 0.0696927 0.070256 0.0705584 0.0706023 0.0703905 0.0699258 0.0692118 0.0682519 0.0670502 0.0656109 0.0639389 0.0620393 0.059918 0.0575816 0.0550372 0.052293 0.0493579 0.0462416 0.042955 0.0395095 
0.0140769 0.0192818 0.0243858 0.0293631 0.0341895 0.0388421 0.0433002 0.0475449 0.0515591 0.0553283 0.0588397 0.0620827 0.0650487 0.0677308 0.0701241 0.072225 0.0740314 0.0755422 0.0767575 0.0776783 0.0783062 0.0786432 0.0786921 0.078456 0.0779381 0.0771423 0.0760724 0.074733 0.0731288 0.0712652 0.0691479 0.0667836 0.0641794 0.0613435 0.0582849 0.0550135 0.0515401 0.0478769 0.0440366 
0.0153981 0.0210914 0.0266744 0.0321189 0.0373982 0.0424875 0.0473641 0.052007 0.0563981 0.0605209 0.0643619 0.0679092 0.0711536 0.0740875 0.0767054 0.0790034 0.0809793 0.0826319 0.0839613 0.0849685 0.0856553 0.086024 0.0860775 0.0858192 0.0852527 0.0843821 0.0832119 0.0817468 0.079992 0.0779535 0.0756375 0.0730513 0.0702027 0.0671007 0.063755 0.0601765 0.0563772 0.0523702 0.0481695 
0.0165867 0.0227196 0.0287335 0.0345983 0.0402852 0.0457674 0.0510203 0.0560217 0.0607517 0.0651928 0.0693303 0.0731514 0.0766462 0.0798066 0.0826266 0.085102 0.0872304 0.0890106 0.0904426 0.0915275 0.0922673 0.0926645 0.0927221 0.0924438 0.0918336 0.0908959 0.0896353 0.0880571 0.0861669 0.083971 0.0814762 0.0786904 0.0756219 0.0722804 0.0686765 0.0648218 0.0607292 0.0564128 0.0518879 
0.0176388 0.0241606 0.030556 0.0367927 0.0428403 0.0486702 0.0542563 0.0595749 0.0646049 0.0693277 0.0737275 0.0777911 0.0815075 0.0848683 0.0878672 0.0904996 0.092763 0.094656 0.0961789 0.0973326 0.0981193 0.0985416 0.0986029 0.098307 0.0976581 0.0966609 0.0953204 0.093642 0.091632 0.0892968 0.0866438 0.0836813 0.0804182 0.0768648 0.0730323 0.0689331 0.0645809 0.0599908 0.0551788 
0.0185522 0.0254118 0.0321384 0.0386981 0.0450588 0.0511907 0.0570661 0.0626601 0.0679506 0.072918 0.0775456 0.0818196 0.0857285 0.0892633 0.0924175 0.0951862 0.0975668 0.0995579 0.10116 0.102373 0.1032 0.103645 0.103709 0.103398 0.102715 0.101667 0.100257 0.0984914 0.0963772 0.0939211 0.0911308 0.0880148 0.0845828 0.0808453 0.0768143 0.0725028 0.0679253 0.0630975 0.0580363 
0.0193271 0.0264732 0.0334808 0.0403145 0.0469409 0.0533289 0.0594497 0.0652774 0.0707888 0.0759637 0.0807846 0.0852371 0.0893093 0.0929917 0.0962776 0.099162 0.101642 0.103716 0.105385 0.106649 0.107511 0.107974 0.108041 0.107717 0.107006 0.105913 0.104444 0.102605 0.100403 0.097844 0.0949371 0.091691 0.0881156 0.0842221 0.0800227 0.0755312 0.0707624 0.0657329 0.0604604 
0.0199652 0.0273472 0.0345861 0.0416454 0.0484906 0.0550894 0.0614123 0.0674324 0.0731257 0.0784714 0.0834516 0.088051 0.0922576 0.0960616 0.099456 0.102436 0.104997 0.10714 0.108864 0.11017 0.11106 0.111538 0.111608 0.111273 0.110538 0.109409 0.107892 0.105992 0.103717 0.101074 0.0980712 0.0947179 0.0910245 0.0870024 0.0826644 0.0780246 0.0730984 0.0679029 0.0624564 
0.0204694 0.0280378 0.0354596 0.0426971 0.0497152 0.0564806 0.0629632 0.0691353 0.0749724 0.0804531 0.085559 0.0902746 0.0945874 0.0984875 0.101968 0.105022 0.107649 0.109846 0.111613 0.112952 0.113865 0.114355 0.114426 0.114083 0.11333 0.112172 0.110617 0.108669 0.106336 0.103626 0.100548 0.0971098 0.0933231 0.0891995 0.0847519 0.0799949 0.0749444 0.0696177 0.0640336 
0.0208437 0.0285506 0.036108 0.0434779 0.0506243 0.0575135 0.0641146 0.0703996 0.0763434 0.0819244 0.0871236 0.0919254 0.0963171 0.100289 0.103832 0.106943 0.109617 0.111854 0.113654 0.115017 0.115947 0.116446 0.116518 0.116169 0.115402 0.114223 0.112639 0.110656 0.108281 0.105521 0.102386 0.0988856 0.0950297 0.0908306 0.0863017 0.0814578 0.0763149 0.0708907 0.0652045 
0.0210928 0.0288917 0.0365394 0.0439974 0.0512292 0.0582007 0.0648807 0.0712407 0.0772556 0.0829032 0.0881646 0.0930238 0.0974679 0.101487 0.105073 0.108221 0.110927 0.113191 0.115012 0.116391 0.117332 0.117837 0.11791 0.117557 0.116781 0.115588 0.113985 0.111978 0.109574 0.106782 0.10361 0.100067 0.096165 0.0919158 0.0873328 0.082431 0.0772266 0.0717377 0.0659835 
0.0212214 0.0290679 0.0367623 0.0442657 0.0515416 0.0585556 0.0652763 0.0716751 0.0777267 0.0834087 0.0887022 0.093591 0.0980622 0.102106 0.105713 0.10888 0.111603 0.113881 0.115713 0.117101 0.118048 0.118556 0.118629 0.118273 0.117493 0.116293 0.11468 0.112661 0.110243 0.107433 0.104241 0.100677 0.0967514 0.0924763 0.0878653 0.0829336 0.0776975 0.0721751 0.0663859 
0.0212344 0.0290857 0.0367848 0.0442929 0.0515732 0.0585915 0.0653163 0.0717191 0.0777744 0.0834599 0.0887565 0.0936484 0.0981223 0.102168 0.105778 0.108947 0.111672 0.113951 0.115784 0.117173 0.11812 0.118628 0.118702 0.118346 0.117565 0.116364 0.11475 0.11273 0.11031 0.107499 0.104305 0.100739 0.0968107 0.0925329 0.0879192 0.0829844 0.0777451 0.0722193 0.0664265 
0.0211363 0.0289514 0.0366149 0.0440883 0.051335 0.0583209 0.0650146 0.0713878 0.0774151 0.0830744 0.0883466 0.0932158 0.0976691 0.101696 0.10529 0.108444 0.111156 0.113424 0.115249 0.116632 0.117574 0.11808 0.118154 0.117799 0.117022 0.115827 0.11422 0.112209 0.109801 0.107002 0.103823 0.100273 0.0963635 0.0921055 0.0875131 0.0826011 0.077386 0.0718857 0.0661197 
0.0209312 0.0286704 0.0362595 0.0436604 0.0508367 0.0577548 0.0643836 0.0706949 0.0766637 0.082268 0.087489 0.092311 0.0967211 0.100709 0.104268 0.107391 0.110077 0.112323 0.114131 0.1155 0.116433 0.116934 0.117007 0.116656 0.115886 0.114702 0.113112 0.11112 0.108735 0.105964 0.102816 0.0993002 0.0954281 0.0912115 0.0866636 0.0817993 0.0766349 0.071188 0.0654779 
0.0206223 0.0282473 0.0357245 0.0430162 0.0500866 0.0569026 0.0634336 0.0696518 0.0755325 0.0810541 0.0861981 0.0909489 0.0952939 0.0992231 0.102729 0.105807 0.108453 0.110666 0.112446 0.113795 0.114715 0.115209 0.11528 0.114934 0.114176 0.11301 0.111443 0.10948 0.10713 0.1044 0.101299 0.097835 0.0940201 0.0898656 0.0853849 0.0805924 0.0755041 0.0701376 0.0645118 
0.0202125 0.027686 0.0350146 0.0421613 0.0490913 0.0557719 0.062173 0.0682677 0.0740315 0.0794434 0.0844852 0.0891416 0.0934002 0.0972514 0.100688 0.103704 0.106298 0.108467 0.110212 0.111534 0.112435 0.112919 0.11299 0.112651 0.111907 0.110764 0.109228 0.107305 0.105002 0.102326 0.0992856 0.0958908 0.0921517 0.0880798 0.0836881 0.0789908 0.0740037 0.0687438 0.0632298 
0.0197038 0.0269892 0.0341333 0.0411002 0.0478558 0.0543682 0.0606083 0.0665495 0.0721683 0.077444 0.0823589 0.0868981 0.0910496 0.0948038 0.0981537 0.101094 0.103623 0.105737 0.107438 0.108727 0.109606 0.110077 0.110146 0.109815 0.109091 0.107977 0.106479 0.104604 0.102359 0.0997504 0.0967869 0.0934775 0.0898325 0.0858631 0.0815819 0.0770028 0.0721412 0.0670137 0.0616385 
0.0190977 0.026159 0.0330834 0.039836 0.0463837 0.0526958 0.058744 0.0645025 0.0699484 0.0750619 0.0798256 0.0842252 0.0882489 0.0918877 0.0951345 0.0979846 0.100435 0.102485 0.104133 0.105383 0.106234 0.106692 0.106758 0.106438 0.105735 0.104655 0.103204 0.101387 0.0992104 0.0966821 0.0938097 0.0906022 0.0870693 0.083222 0.0790725 0.0746343 0.0699222 0.0649524 0.0597425 
0.0183954 0.0251969 0.0318667 0.0383709 0.0446779 0.0507578 0.0565835 0.0621302 0.0673759 0.0723013 0.0768898 0.0811276 0.0850034 0.0885083 0.0916357 0.094381 0.0967414 0.0987156 0.100304 0.101507 0.102327 0.102768 0.102832 0.102523 0.101846 0.100806 0.0994083 0.097658 0.0955617 0.0931264 0.0903597 0.0872701 0.0838671 0.0801613 0.0761644 0.0718894 0.0673506 0.0625636 0.0575453 
0.0175976 0.0241042 0.0304847 0.0367069 0.0427403 0.0485566 0.0541297 0.0594359 0.0644541 0.0691658 0.0735554 0.0776094 0.0813171 0.08467 0.0876618 0.0902881 0.0925461 0.0944347 0.095954 0.097105 0.0978898 0.0983111 0.0983723 0.0980771 0.0974297 0.0964348 0.0950974 0.093423 0.0914176 0.0890879 0.0864412 0.0834856 0.0802301 0.076685 0.0728615 0.0687719 0.0644299 0.0598505 0.0550498 
0.0167054 0.0228822 0.0289392 0.0348459 0.0405735 0.0460949 0.0513854 0.0564226 0.0611864 0.0656593 0.0698263 0.0736748 0.0771945 0.0803774 0.0832176 0.0857107 0.0878542 0.0896471 0.0910893 0.092182 0.092927 0.093327 0.0933851 0.0931048 0.0924902 0.0915458 0.0902762 0.0886867 0.086783 0.0845714 0.0820588 0.0792531 0.0761627 0.0727973 0.0691676 0.0652853 0.0611635 0.0568162 0.0522589 
